location,measure,sample date,value
Achara,Dissolved silicates,14-Oct-10,8.806
Achara,Dissolved silicates,15-Oct-10,8.9
Achara,Dissolved silicates,16-Oct-10,8.724
Achara,Dissolved silicates,22-Oct-10,6.686
Achara,Dissolved silicates,23-Oct-10,6.363
Achara,Dissolved silicates,27-Oct-10,6.114
Achara,Dissolved silicates,22-Jan-11,8.38
Achara,Dissolved silicates,11-Feb-11,7.41
Achara,Dissolved silicates,18-Feb-11,7.15
Achara,Dissolved silicates,18-Mar-11,7.92
Achara,Dissolved silicates,31-Mar-11,9.29
Achara,Dissolved silicates,16-Apr-11,6.46
Achara,Dissolved silicates,22-Apr-11,4.68
Achara,Dissolved silicates,13-May-11,5.92
Achara,Dissolved silicates,27-May-11,8.5
Achara,Dissolved silicates,11-Jun-11,8.97
Achara,Dissolved silicates,17-Jun-11,0
Achara,Dissolved silicates,09-Jul-11,5.99
Achara,Dissolved silicates,14-Jul-11,0
Achara,Dissolved silicates,04-Aug-11,3.82
Achara,Dissolved silicates,11-Aug-11,2.24
Achara,Dissolved silicates,28-Sep-11,6.35
Achara,Dissolved silicates,08-Oct-11,1.58
Achara,Dissolved silicates,13-Oct-11,10.2
Achara,Dissolved silicates,16-Jan-14,2.8
Achara,Dissolved silicates,15-Feb-14,2
Achara,Dissolved silicates,19-Mar-14,1
Achara,Dissolved silicates,18-Apr-14,1.9
Achara,Dissolved silicates,16-May-14,1.6
Achara,Dissolved silicates,20-Jun-14,1.1
Achara,Dissolved silicates,18-Jul-14,1.9
Achara,Dissolved silicates,16-Aug-14,1.6
Achara,Dissolved silicates,19-Sep-14,4.8
Achara,Dissolved silicates,17-Oct-14,1.2
Achara,Dissolved silicates,21-Nov-14,1.2
Achara,Dissolved silicates,12-Dec-14,3.1
Achara,Dissolved silicates,17-Jan-15,1.4
Achara,Dissolved silicates,21-Feb-15,1.1
Achara,Dissolved silicates,13-Mar-15,1.5
Achara,Dissolved silicates,18-Apr-15,3.3
Achara,Dissolved silicates,15-May-15,2
Achara,Dissolved silicates,20-Jun-15,1.5
Achara,Dissolved silicates,16-Jul-15,1.3
Achara,Dissolved silicates,22-Aug-15,2
Achara,Dissolved silicates,18-Sep-15,1.9
Achara,Dissolved silicates,16-Oct-15,1.4
Achara,Dissolved silicates,20-Nov-15,1.8
Achara,Dissolved silicates,09-Dec-15,2.8
Achara,Dissolved silicates,15-Jan-16,1.4
Achara,Dissolved silicates,12-Feb-16,2
Achara,Dissolved silicates,12-Mar-16,1.4
Achara,Dissolved silicates,16-Apr-16,2.3
Achara,Dissolved silicates,13-May-16,1.9
Achara,Dissolved silicates,11-Jun-16,1.8
Achara,Dissolved silicates,16-Jul-16,3.3
Achara,Dissolved silicates,20-Aug-16,1.6
Achara,Dissolved silicates,16-Sep-16,3.7
Achara,Dissolved silicates,22-Oct-16,1.1
Achara,Dissolved silicates,19-Nov-16,2
Achara,Dissolved silicates,10-Dec-16,2.5
Achara,gamma-Hexachlorocyclohexane,17-Feb-12,0
Achara,gamma-Hexachlorocyclohexane,16-Aug-12,0
Achara,gamma-Hexachlorocyclohexane,17-Jan-13,0
Achara,gamma-Hexachlorocyclohexane,15-Feb-13,0
Achara,gamma-Hexachlorocyclohexane,14-Mar-13,0
Achara,gamma-Hexachlorocyclohexane,12-Apr-13,0
Achara,gamma-Hexachlorocyclohexane,16-May-13,0
Achara,gamma-Hexachlorocyclohexane,14-Jun-13,0
Achara,gamma-Hexachlorocyclohexane,18-Jul-13,0
Achara,gamma-Hexachlorocyclohexane,16-Aug-13,0
Achara,gamma-Hexachlorocyclohexane,21-Sep-13,0
Achara,gamma-Hexachlorocyclohexane,18-Oct-13,0
Achara,gamma-Hexachlorocyclohexane,15-Nov-13,0
Achara,gamma-Hexachlorocyclohexane,13-Dec-13,0
Achara,gamma-Hexachlorocyclohexane,16-Jan-14,0
Achara,gamma-Hexachlorocyclohexane,15-Feb-14,0
Achara,gamma-Hexachlorocyclohexane,19-Mar-14,0
Achara,gamma-Hexachlorocyclohexane,18-Apr-14,0
Achara,gamma-Hexachlorocyclohexane,16-May-14,0
Achara,gamma-Hexachlorocyclohexane,20-Jun-14,0
Achara,gamma-Hexachlorocyclohexane,18-Jul-14,0
Achara,gamma-Hexachlorocyclohexane,16-Aug-14,0
Achara,gamma-Hexachlorocyclohexane,19-Sep-14,0
Achara,gamma-Hexachlorocyclohexane,17-Oct-14,0
Achara,gamma-Hexachlorocyclohexane,21-Nov-14,0
Achara,gamma-Hexachlorocyclohexane,12-Dec-14,0
Achara,gamma-Hexachlorocyclohexane,17-Jan-15,0
Achara,gamma-Hexachlorocyclohexane,21-Feb-15,0
Achara,gamma-Hexachlorocyclohexane,13-Mar-15,0
Achara,gamma-Hexachlorocyclohexane,18-Apr-15,0
Achara,gamma-Hexachlorocyclohexane,15-May-15,0
Achara,gamma-Hexachlorocyclohexane,20-Jun-15,0
Achara,gamma-Hexachlorocyclohexane,16-Jul-15,0
Achara,gamma-Hexachlorocyclohexane,22-Aug-15,0
Achara,gamma-Hexachlorocyclohexane,18-Sep-15,0
Achara,gamma-Hexachlorocyclohexane,16-Oct-15,0
Achara,gamma-Hexachlorocyclohexane,20-Nov-15,0
Achara,gamma-Hexachlorocyclohexane,09-Dec-15,0
Achara,gamma-Hexachlorocyclohexane,15-Jan-16,0
Achara,gamma-Hexachlorocyclohexane,12-Feb-16,0
Achara,gamma-Hexachlorocyclohexane,12-Mar-16,0
Achara,gamma-Hexachlorocyclohexane,16-Apr-16,0
Achara,gamma-Hexachlorocyclohexane,13-May-16,0
Achara,gamma-Hexachlorocyclohexane,11-Jun-16,0
Achara,gamma-Hexachlorocyclohexane,16-Jul-16,0
Achara,gamma-Hexachlorocyclohexane,20-Aug-16,0
Achara,gamma-Hexachlorocyclohexane,16-Sep-16,0
Achara,gamma-Hexachlorocyclohexane,22-Oct-16,0
Achara,gamma-Hexachlorocyclohexane,19-Nov-16,0
Achara,gamma-Hexachlorocyclohexane,10-Dec-16,0
Achara,Inorganic nitrogen,16-Jan-10,1.457
Achara,Inorganic nitrogen,11-Feb-10,1.178
Achara,Inorganic nitrogen,20-Feb-10,0.811
Achara,Inorganic nitrogen,21-Feb-10,1.048
Achara,Inorganic nitrogen,13-Mar-10,2.675
Achara,Inorganic nitrogen,19-Mar-10,1.135
Achara,Inorganic nitrogen,07-Apr-10,1.037
Achara,Inorganic nitrogen,08-Apr-10,1.214
Achara,Inorganic nitrogen,10-Apr-10,1.742
Achara,Inorganic nitrogen,16-Apr-10,2.01
Achara,Inorganic nitrogen,15-May-10,0.967
Achara,Inorganic nitrogen,20-May-10,1.444
Achara,Inorganic nitrogen,17-Jun-10,1.153
Achara,Inorganic nitrogen,30-Jun-10,0.885
Achara,Inorganic nitrogen,08-Jul-10,1.116
Achara,Inorganic nitrogen,16-Jul-10,2.013
Achara,Inorganic nitrogen,12-Aug-10,2.035
Achara,Inorganic nitrogen,18-Aug-10,2.038
Achara,Inorganic nitrogen,09-Sep-10,2.326
Achara,Inorganic nitrogen,17-Sep-10,2.316
Achara,Inorganic nitrogen,14-Oct-10,3.548
Achara,Inorganic nitrogen,16-Oct-10,3.759
Achara,Inorganic nitrogen,22-Oct-10,1.618
Achara,Inorganic nitrogen,13-Nov-10,1.527
Achara,Inorganic nitrogen,19-Nov-10,1.948
Achara,Inorganic nitrogen,10-Dec-10,1.126
Achara,Inorganic nitrogen,11-Dec-10,1.189
Achara,Inorganic nitrogen,20-Jun-15,0.15
Achara,Iron,15-Jan-09,0.2
Achara,Iron,13-Feb-09,0.38
Achara,Iron,19-Mar-09,0.2
Achara,Iron,17-Apr-09,0.12
Achara,Iron,12-Jun-09,0.24
Achara,Iron,11-Jul-09,0.19
Achara,Iron,11-Oct-09,0.17
Achara,Iron,19-Nov-09,0.08
Achara,Lead,15-Jan-09,0.5
Achara,Lead,13-Feb-09,1.7
Achara,Lead,19-Mar-09,0.5
Achara,Lead,17-Apr-09,0.5
Achara,Lead,12-Jun-09,0.5
Achara,Lead,11-Jul-09,1.6
Achara,Lead,11-Oct-09,0.5
Achara,Lead,19-Nov-09,0.5
Achara,Lead,16-Jan-10,0.6
Achara,Lead,20-Feb-10,0.5
Achara,Lead,19-Mar-10,0.7
Achara,Lead,16-Apr-10,0.5
Achara,Lead,20-May-10,1.8
Achara,Lead,17-Jun-10,1
Achara,Lead,16-Jul-10,0.5
Achara,Lead,12-Aug-10,1.4
Achara,Lead,17-Sep-10,0.9
Achara,Lead,22-Oct-10,1.3
Achara,Lead,19-Nov-10,1
Achara,Lead,11-Dec-10,1.3
Achara,Lead,21-Jan-11,1
Achara,Lead,11-Feb-11,1
Achara,Lead,18-Feb-11,1
Achara,Lead,18-Mar-11,0.6
Achara,Lead,31-Mar-11,1
Achara,Lead,16-Apr-11,1.7
Achara,Lead,13-May-11,1.1
Achara,Lead,27-May-11,0.9
Achara,Lead,11-Jun-11,0.3
Achara,Lead,17-Jun-11,1
Achara,Lead,14-Jul-11,1
Achara,Lead,11-Aug-11,1
Achara,Lead,14-Sep-11,0.4
Achara,Lead,28-Sep-11,0.4
Achara,Lead,08-Oct-11,1.1
Achara,Lead,13-Oct-11,1.6
Achara,Lead,11-Nov-11,0.5
Achara,Lead,10-Dec-11,2.5
Achara,Lead,20-Jan-12,1.2
Achara,Lead,17-Feb-12,0.5
Achara,Lead,17-Mar-12,0.5
Achara,Lead,21-Apr-12,1.2
Achara,Lead,19-May-12,0.5
Achara,Lead,16-Jun-12,1.6
Achara,Lead,21-Jul-12,0.5
Achara,Lead,16-Aug-12,0.5
Achara,Lead,21-Sep-12,0.5
Achara,Lead,21-Oct-12,0.5
Achara,Lead,16-Nov-12,0.5
Achara,Lead,10-Dec-12,2.4
Achara,Lead,17-Jan-13,1.3
Achara,Lead,15-Feb-13,0.5
Achara,Lead,14-Mar-13,0.5
Achara,Lead,12-Apr-13,0.5
Achara,Lead,16-May-13,0.5
Achara,Lead,14-Jun-13,0.5
Achara,Lead,18-Jul-13,0.5
Achara,Lead,16-Aug-13,1.1
Achara,Lead,21-Sep-13,0.5
Achara,Lead,18-Oct-13,7.8
Achara,Lead,15-Nov-13,0.5
Achara,Lead,13-Dec-13,0.5
Achara,Lead,21-Feb-15,0.5
Achara,Lead,20-Jun-15,2.5
Achara,Lead,22-Aug-15,0.5
Achara,Lead,16-Oct-15,0.5
Achara,Lead,15-Jan-16,0
Achara,Lead,16-Apr-16,0
Achara,Lead,20-Aug-16,0
Achara,Lead,22-Oct-16,0
Achara,Macrozoobenthos,13-May-16,2.37
Achara,Macrozoobenthos,16-Sep-16,2.37
Achara,Magnesium,15-Jan-09,7.1
Achara,Magnesium,13-Feb-09,4.8
Achara,Magnesium,19-Mar-09,7
Achara,Magnesium,17-Apr-09,4.5
Achara,Magnesium,16-Jan-10,11.9
Achara,Magnesium,20-Feb-10,5.6
Achara,Magnesium,19-Mar-10,4
Achara,Magnesium,16-Apr-10,5.2
Achara,Magnesium,20-May-10,4.5
Achara,Magnesium,17-Jun-10,4.8
Achara,Magnesium,16-Jul-10,4.5
Achara,Magnesium,12-Aug-10,4.6
Achara,Magnesium,17-Sep-10,6
Achara,Magnesium,22-Oct-10,11
Achara,Magnesium,19-Nov-10,6.2
Achara,Magnesium,11-Dec-10,6
Achara,Magnesium,21-Jan-11,6.1
Achara,Magnesium,18-Feb-11,8
Achara,Magnesium,18-Mar-11,7.4
Achara,Magnesium,16-Apr-11,9.8
Achara,Magnesium,13-May-11,5.8
Achara,Magnesium,11-Jun-11,8.1
Achara,Magnesium,17-Jun-11,3.5
Achara,Magnesium,14-Jul-11,3.5
Achara,Magnesium,11-Aug-11,5.6
Achara,Magnesium,14-Sep-11,5.2
Achara,Magnesium,13-Oct-11,4.8
Achara,Magnesium,11-Nov-11,4.4
Achara,Magnesium,10-Dec-11,20.4
Achara,Magnesium,20-Jan-12,4.8
Achara,Magnesium,17-Feb-12,6.9
Achara,Magnesium,17-Mar-12,3.7
Achara,Magnesium,21-Apr-12,2.5
Achara,Magnesium,19-May-12,8.4
Achara,Magnesium,16-Jun-12,7.5
Achara,Magnesium,21-Jul-12,6.3
Achara,Magnesium,16-Aug-12,8.3
Achara,Magnesium,21-Sep-12,6.1
Achara,Magnesium,21-Oct-12,9
Achara,Magnesium,16-Nov-12,7.8
Achara,Magnesium,10-Dec-12,4.9
Achara,Magnesium,17-Jan-13,5.6
Achara,Magnesium,15-Feb-13,6.5
Achara,Magnesium,14-Mar-13,6.1
Achara,Magnesium,12-Apr-13,6.7
Achara,Magnesium,16-May-13,6.8
Achara,Magnesium,14-Jun-13,6.4
Achara,Magnesium,18-Jul-13,10
Achara,Magnesium,16-Aug-13,8.3
Achara,Magnesium,21-Sep-13,5.3
Achara,Magnesium,18-Oct-13,6.5
Achara,Magnesium,15-Nov-13,9.8
Achara,Magnesium,13-Dec-13,8.6
Achara,Magnesium,16-Jan-14,8.5
Achara,Magnesium,15-Feb-14,9.4
Achara,Magnesium,19-Mar-14,5.6
Achara,Magnesium,18-Apr-14,8.8
Achara,Magnesium,16-May-14,2.2
Achara,Magnesium,20-Jun-14,4.2
Achara,Magnesium,18-Jul-14,3.6
Achara,Magnesium,16-Aug-14,6.5
Achara,Magnesium,19-Sep-14,7.4
Achara,Magnesium,17-Oct-14,7.6
Achara,Magnesium,21-Nov-14,8.8
Achara,Magnesium,12-Dec-14,9.2
Achara,Magnesium,17-Jan-15,8.7
Achara,Magnesium,21-Feb-15,4
Achara,Magnesium,13-Mar-15,4.7
Achara,Magnesium,18-Apr-15,4.7
Achara,Magnesium,15-May-15,6.1
Achara,Magnesium,20-Jun-15,3.5
Achara,Magnesium,16-Jul-15,2.7
Achara,Magnesium,22-Aug-15,5.4
Achara,Magnesium,18-Sep-15,4.4
Achara,Magnesium,16-Oct-15,6.6
Achara,Magnesium,20-Nov-15,4.9
Achara,Magnesium,09-Dec-15,4.4
Achara,Magnesium,15-Jan-16,3.9
Achara,Magnesium,12-Feb-16,6.8
Achara,Magnesium,12-Mar-16,6.9
Achara,Magnesium,16-Apr-16,4.9
Achara,Magnesium,13-May-16,6.6
Achara,Magnesium,11-Jun-16,6.9
Achara,Magnesium,16-Jul-16,5.9
Achara,Magnesium,20-Aug-16,4
Achara,Magnesium,16-Sep-16,4.9
Achara,Magnesium,22-Oct-16,5.1
Achara,Magnesium,19-Nov-16,6.9
Achara,Magnesium,10-Dec-16,5.1
Achara,Manganese,15-Jan-09,0.18
Achara,Manganese,13-Feb-09,0.1
Achara,Manganese,19-Mar-09,0.05
Achara,Manganese,17-Apr-09,0.04
Achara,Manganese,12-Jun-09,0.9
Achara,Manganese,11-Jul-09,0.11
Achara,Manganese,11-Oct-09,0.06
Achara,Manganese,19-Nov-09,0.15
Achara,Manganese,16-Jan-14,0.05
Achara,Manganese,18-Apr-14,0.07
Achara,Manganese,20-Jun-14,0
Achara,Manganese,16-Aug-14,0
Achara,Manganese,17-Oct-14,0
Achara,Manganese,12-Dec-14,0.03
Achara,Manganese,21-Feb-15,0
Achara,Manganese,18-Apr-15,0
Achara,Manganese,20-Jun-15,0.031
Achara,Manganese,22-Aug-15,0
Achara,Manganese,16-Oct-15,0
Achara,Manganese,09-Dec-15,0
Achara,Mercury,17-Apr-09,0.5
Achara,Mercury,16-Jan-10,1
Achara,Mercury,20-Feb-10,1
Achara,Mercury,19-Mar-10,1
Achara,Mercury,16-Apr-10,1
Achara,Mercury,20-May-10,1
Achara,Mercury,17-Jun-10,1
Achara,Mercury,16-Jul-10,1
Achara,Mercury,12-Aug-10,1
Achara,Mercury,17-Sep-10,1
Achara,Mercury,22-Oct-10,1
Achara,Mercury,11-Dec-10,1
Achara,Mercury,21-Jan-11,1
Achara,Mercury,18-Feb-11,1
Achara,Mercury,18-Mar-11,1
Achara,Mercury,31-Mar-11,1
Achara,Mercury,16-Apr-11,1
Achara,Mercury,13-May-11,0
Achara,Mercury,11-Jun-11,0
Achara,Mercury,17-Jun-11,0
Achara,Mercury,14-Jul-11,0
Achara,Mercury,11-Aug-11,0
Achara,Mercury,14-Sep-11,0
Achara,Mercury,13-Oct-11,0
Achara,Mercury,11-Nov-11,0
Achara,Mercury,10-Dec-11,0
Achara,Mercury,21-Apr-12,0
Achara,Mercury,19-May-12,0
Achara,Mercury,21-Jul-12,0
Achara,Mercury,16-Aug-12,0
Achara,Mercury,21-Sep-12,0
Achara,Mercury,21-Oct-12,0
Achara,Mercury,16-Nov-12,0
Achara,Mercury,10-Dec-12,0
Achara,Mercury,17-Jan-13,0
Achara,Mercury,15-Feb-13,0
Achara,Mercury,14-Mar-13,0
Achara,Mercury,12-Apr-13,0
Achara,Mercury,16-May-13,0.015
Achara,Mercury,14-Jun-13,0.02
Achara,Mercury,18-Jul-13,0
Achara,Mercury,21-Sep-13,0
Achara,Mercury,18-Oct-13,0
Achara,Mercury,15-Nov-13,0.03
Achara,Mercury,13-Dec-13,0
Achara,Mercury,16-Jan-14,0
Achara,Mercury,15-Feb-14,0
Achara,Mercury,19-Mar-14,0
Achara,Mercury,18-Apr-14,0.03
Achara,Mercury,16-May-14,0.022
Achara,Mercury,20-Jun-14,0
Achara,Mercury,18-Jul-14,0
Achara,Mercury,16-Aug-14,0
Achara,Mercury,19-Sep-14,0
Achara,Mercury,17-Oct-14,0
Achara,Mercury,21-Nov-14,0.055
Achara,Mercury,12-Dec-14,0
Achara,Mercury,17-Jan-15,0
Achara,Mercury,21-Feb-15,0
Achara,Mercury,13-Mar-15,0
Achara,Mercury,18-Apr-15,0
Achara,Mercury,15-May-15,0
Achara,Mercury,20-Jun-15,0
Achara,Mercury,16-Jul-15,0
Achara,Mercury,22-Aug-15,0
Achara,Mercury,18-Sep-15,0.067
Achara,Mercury,16-Oct-15,0
Achara,Mercury,20-Nov-15,0
Achara,Mercury,09-Dec-15,0
Achara,Mercury,15-Jan-16,0
Achara,Mercury,12-Feb-16,0
Achara,Mercury,12-Mar-16,0
Achara,Mercury,16-Apr-16,0
Achara,Mercury,13-May-16,0
Achara,Mercury,11-Jun-16,0
Achara,Mercury,16-Jul-16,0
Achara,Mercury,20-Aug-16,0
Achara,Mercury,22-Oct-16,0
Achara,Mercury,19-Nov-16,0
Achara,Mercury,10-Dec-16,0
Achara,Nickel,15-Jan-09,1
Achara,Nickel,13-Feb-09,2.6
Achara,Nickel,19-Mar-09,0.5
Achara,Nickel,17-Apr-09,1.5
Achara,Nickel,12-Jun-09,1
Achara,Nickel,11-Jul-09,1.8
Achara,Nickel,11-Oct-09,1.2
Achara,Nickel,19-Nov-09,3.5
Achara,Nickel,16-Jan-10,3.1
Achara,Nickel,20-Feb-10,1.2
Achara,Nickel,19-Mar-10,2.6
Achara,Nickel,16-Apr-10,2.4
Achara,Nickel,20-May-10,6.3
Achara,Nickel,17-Jun-10,1
Achara,Nickel,16-Jul-10,1
Achara,Nickel,12-Aug-10,1.1
Achara,Nickel,17-Sep-10,1.7
Achara,Nickel,22-Oct-10,2.3
Achara,Nickel,18-Mar-11,1.2
Achara,Nickel,31-Mar-11,1.2
Achara,Nickel,16-Apr-11,1.9
Achara,Nickel,13-May-11,2.5
Achara,Nickel,27-May-11,0
Achara,Nickel,11-Jun-11,0
Achara,Nickel,17-Jun-11,16.9
Achara,Nickel,14-Jul-11,16.9
Achara,Nickel,11-Aug-11,1
Achara,Nickel,14-Sep-11,1.3
Achara,Nickel,28-Sep-11,0
Achara,Nickel,08-Oct-11,0
Achara,Nickel,13-Oct-11,1.3
Achara,Nickel,11-Nov-11,0
Achara,Nickel,10-Dec-11,0
Achara,Nickel,20-Jan-12,0
Achara,Nickel,17-Feb-12,0
Achara,Nickel,17-Mar-12,0
Achara,Nickel,21-Apr-12,0
Achara,Nickel,19-May-12,0
Achara,Nickel,16-Jun-12,1.7
Achara,Nickel,21-Jul-12,0
Achara,Nickel,16-Aug-12,0
Achara,Nickel,21-Sep-12,0
Achara,Nickel,21-Oct-12,0
Achara,Nickel,16-Nov-12,0
Achara,Nickel,10-Dec-12,0
Achara,Nickel,17-Jan-13,0
Achara,Nickel,15-Feb-13,1.7
Achara,Nickel,14-Mar-13,0
Achara,Nickel,12-Apr-13,0
Achara,Nickel,16-May-13,0
Achara,Nickel,14-Jun-13,0
Achara,Nickel,18-Jul-13,0
Achara,Nickel,16-Aug-13,0
Achara,Nickel,21-Sep-13,0
Achara,Nickel,18-Oct-13,1.8
Achara,Nickel,15-Nov-13,0
Achara,Nickel,13-Dec-13,0
Achara,Nickel,21-Feb-15,0
Achara,Nickel,20-Jun-15,0
Achara,Nickel,22-Aug-15,0
Achara,Nickel,15-Jan-16,0
Achara,Nickel,16-Apr-16,0
Achara,Nickel,20-Aug-16,0
Achara,Nickel,22-Oct-16,0
Achara,Nitrates,15-Jan-09,1.377
Achara,Nitrates,13-Feb-09,0.709
Achara,Nitrates,19-Mar-09,0.619
Achara,Nitrates,17-Apr-09,1.08
Achara,Nitrates,17-May-09,1.802
Achara,Nitrates,12-Jun-09,1.106
Achara,Nitrates,11-Jul-09,0.255
Achara,Nitrates,13-Aug-09,1.975
Achara,Nitrates,10-Sep-09,1.984
Achara,Nitrates,11-Oct-09,1.695
Achara,Nitrates,19-Nov-09,1.779
Achara,Nitrates,10-Dec-09,0.987
Achara,Nitrates,16-Jan-10,0.98762
Achara,Nitrates,11-Feb-10,1.08028
Achara,Nitrates,20-Feb-10,0.73676
Achara,Nitrates,21-Feb-10,0.97406
Achara,Nitrates,13-Mar-10,2.05208
Achara,Nitrates,19-Mar-10,1.09384
Achara,Nitrates,07-Apr-10,1.00118
Achara,Nitrates,08-Apr-10,1.12548
Achara,Nitrates,10-Apr-10,1.69274
Achara,Nitrates,16-Apr-10,1.65432
Achara,Nitrates,15-May-10,0.8249
Achara,Nitrates,20-May-10,1.12322
Achara,Nitrates,17-Jun-10,1.06672
Achara,Nitrates,30-Jun-10,0.85428
Achara,Nitrates,08-Jul-10,0.96954
Achara,Nitrates,16-Jul-10,1.76958
Achara,Nitrates,12-Aug-10,1.82608
Achara,Nitrates,18-Aug-10,1.77636
Achara,Nitrates,09-Sep-10,2.147
Achara,Nitrates,17-Sep-10,2.16508
Achara,Nitrates,14-Oct-10,3.50978
Achara,Nitrates,16-Oct-10,3.73126
Achara,Nitrates,22-Oct-10,1.4464
Achara,Nitrates,13-Nov-10,1.44188
Achara,Nitrates,19-Nov-10,1.80574
Achara,Nitrates,10-Dec-10,0.93112
Achara,Nitrates,11-Dec-10,1.01248
Achara,Nitrates,21-Jan-11,1.11
Achara,Nitrates,22-Jan-11,1.14
Achara,Nitrates,11-Feb-11,1.14
Achara,Nitrates,18-Feb-11,1.1
Achara,Nitrates,18-Mar-11,1
Achara,Nitrates,31-Mar-11,1.06
Achara,Nitrates,16-Apr-11,1.33
Achara,Nitrates,22-Apr-11,2.07
Achara,Nitrates,13-May-11,0.99
Achara,Nitrates,27-May-11,1.37
Achara,Nitrates,11-Jun-11,1.49
Achara,Nitrates,17-Jun-11,1.69
Achara,Nitrates,09-Jul-11,0.21
Achara,Nitrates,14-Jul-11,1.12
Achara,Nitrates,04-Aug-11,0.87
Achara,Nitrates,11-Aug-11,1.28
Achara,Nitrates,14-Sep-11,1.03
Achara,Nitrates,28-Sep-11,0.91
Achara,Nitrates,08-Oct-11,0.46
Achara,Nitrates,13-Oct-11,1.02
Achara,Nitrates,11-Nov-11,1.13
Achara,Nitrates,26-Nov-11,1.45
Achara,Nitrates,10-Dec-11,1.93
Achara,Nitrates,15-Dec-11,0.69
Achara,Nitrates,20-Jan-12,1.12
Achara,Nitrates,21-Jan-12,0.89
Achara,Nitrates,10-Feb-12,0.99
Achara,Nitrates,17-Feb-12,0.99
Achara,Nitrates,15-Mar-12,1.36
Achara,Nitrates,17-Mar-12,1.1
Achara,Nitrates,21-Apr-12,0.62
Achara,Nitrates,29-Apr-12,1.59
Achara,Nitrates,19-May-12,0.9
Achara,Nitrates,27-May-12,0.73
Achara,Nitrates,16-Jun-12,0.94
Achara,Nitrates,28-Jun-12,0.94
Achara,Nitrates,08-Jul-12,1.65
Achara,Nitrates,21-Jul-12,0.59
Achara,Nitrates,16-Aug-12,0.9
Achara,Nitrates,26-Aug-12,0.57
Achara,Nitrates,21-Sep-12,0.4
Achara,Nitrates,27-Sep-12,0.96
Achara,Nitrates,18-Oct-12,0.73
Achara,Nitrates,21-Oct-12,0.85
Achara,Nitrates,16-Nov-12,0.83
Achara,Nitrates,22-Nov-12,0.82
Achara,Nitrates,07-Dec-12,0.63
Achara,Nitrates,10-Dec-12,0.48
Achara,Nitrates,17-Jan-13,1.29
Achara,Nitrates,15-Feb-13,1
Achara,Nitrates,14-Mar-13,1.07
Achara,Nitrates,12-Apr-13,0.89
Achara,Nitrates,16-May-13,0.72
Achara,Nitrates,14-Jun-13,1.02
Achara,Nitrates,18-Jul-13,1.14
Achara,Nitrates,16-Aug-13,0.45
Achara,Nitrates,21-Sep-13,0.81
Achara,Nitrates,18-Oct-13,1.31
Achara,Nitrates,15-Nov-13,1.18
Achara,Nitrates,13-Dec-13,1.29
Achara,Nitrates,16-Jan-14,0.98
Achara,Nitrates,15-Feb-14,1.22
Achara,Nitrates,19-Mar-14,0.94
Achara,Nitrates,18-Apr-14,1.09
Achara,Nitrates,16-May-14,0.69
Achara,Nitrates,20-Jun-14,0.66
Achara,Nitrates,18-Jul-14,1.33
Achara,Nitrates,16-Aug-14,1.38
Achara,Nitrates,19-Sep-14,2.63
Achara,Nitrates,17-Oct-14,1.77
Achara,Nitrates,21-Nov-14,2.04
Achara,Nitrates,12-Dec-14,1.56
Achara,Nitrates,17-Jan-15,1.75
Achara,Nitrates,21-Feb-15,1.23
Achara,Nitrates,13-Mar-15,0.93
Achara,Nitrates,18-Apr-15,1.3
Achara,Nitrates,15-May-15,1.71
Achara,Nitrates,20-Jun-15,0.83
Achara,Nitrates,16-Jul-15,0.89
Achara,Nitrates,22-Aug-15,1.58
Achara,Nitrates,18-Sep-15,1.17
Achara,Nitrates,16-Oct-15,1.85
Achara,Nitrates,20-Nov-15,0.79
Achara,Nitrates,09-Dec-15,1.35
Achara,Nitrates,15-Jan-16,0.94
Achara,Nitrates,12-Feb-16,0.94
Achara,Nitrates,12-Mar-16,1.08
Achara,Nitrates,16-Apr-16,0.87
Achara,Nitrates,13-May-16,1.11
Achara,Nitrates,11-Jun-16,0.97
Achara,Nitrates,16-Jul-16,0.79
Achara,Nitrates,20-Aug-16,0.39
Achara,Nitrates,16-Sep-16,1.15
Achara,Nitrates,22-Oct-16,0.68
Achara,Nitrates,19-Nov-16,1.09
Achara,Nitrates,10-Dec-16,0.82
Achara,Nitrites,15-Jan-09,0.003
Achara,Nitrites,13-Feb-09,0.03
Achara,Nitrites,19-Mar-09,0.015
Achara,Nitrites,17-Apr-09,0.027
Achara,Nitrites,17-May-09,0.21
Achara,Nitrites,12-Jun-09,0.033
Achara,Nitrites,11-Jul-09,0.046
Achara,Nitrites,13-Aug-09,0.055
Achara,Nitrites,10-Sep-09,0.042
Achara,Nitrites,11-Oct-09,0.027
Achara,Nitrites,19-Nov-09,0.024
Achara,Nitrites,10-Dec-09,0.012
Achara,Nitrites,16-Jan-10,0.01824
Achara,Nitrites,11-Feb-10,0.02736
Achara,Nitrites,20-Feb-10,0.01216
Achara,Nitrites,21-Feb-10,0.01216
Achara,Nitrites,13-Mar-10,0.09424
Achara,Nitrites,19-Mar-10,0.01824
Achara,Nitrites,07-Apr-10,0.01216
Achara,Nitrites,08-Apr-10,0.01824
Achara,Nitrites,10-Apr-10,0.01824
Achara,Nitrites,16-Apr-10,0.076
Achara,Nitrites,15-May-10,0.04864
Achara,Nitrites,20-May-10,0.10336
Achara,Nitrites,17-Jun-10,0.03952
